REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
C285,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9516.2,3461.23,90,YES
C286,"Q_CAP_0402-5.0PF,50V,.25PF,COGA",5.0PF,.25PF,C0402,8570.96,3337.65,180,NO
C287,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9556.2,3461.23,90,YES
C289,"Q_CAP_0402-5.0PF,50V,.25PF,COGA",5.0PF,.25PF,C0402,8655.96,3337.65,0,NO
C290,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9506.49,3229.79,90,YES
C291,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,11788.42,10632.56,180,NO
C292,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9546.49,3229.79,90,YES
C294,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,1117.31,5964.38,0,NO
C296,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,755.62,6033.28,0,NO
C298,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,395.55,6082.32,0,NO
C300,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9630.76,3301.46,90,YES
C301,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,5604.5,6062.71,0,NO
C303,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,7598.02,2972.09,270,NO
C304,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,5954.5,6022.58,0,NO
C305,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9670.76,3301.46,90,YES
C306,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9077.58,3483.81,90,YES
C308,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5798.73,8735.64,180,YES
C309,"Q_CAP_C0402-33PF,50V,1%,C0G,CHA",33PF,1%,C0402,8652.27,1169.36,180,NO
C310,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9197.58,3483.81,90,YES
C311,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,6324.58,6062.71,0,NO
C314,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9266.23,3402.24,90,YES
C315,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,8565.96,2413.05,180,YES
C316,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,8157.56,1162.29,90,YES
C317,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,7807.47,1052.35,90,NO
C318,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8044.27,1048.36,90,NO
C319,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6360.63,11687.28,270,NO
C320,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8788.83,1082.04,0,NO
C321,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6032.73,8532.64,0,NO
C322,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6178.47,8601.63,0,NO
C323,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9014.43,4665.84,270,NO
C324,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9014.42,4665.84,90,YES
C325,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9274.43,4795.84,270,NO
C326,"Q_CAP_0402-22PF,50V,5%,EMPTY,TA",NA,5%,C0402,5907,10107,90,NO
C327,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,7988.91,1162.29,90,YES
C328,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,5019.63,6515.24,0,NO
C329,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9274.42,4805.84,90,YES
C330,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,7493.25,1715.81,0,YES
C332,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5991.48,8701.64,0,NO
C333,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,8505.96,2224.98,180,YES
C334,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8747.13,5128.64,0,NO
C335,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6009.6,10004.3,90,YES
C337,"Q_CAP_0402-22PF,50V,5%,EMPTY,TA",NA,5%,C0402,5787,10107,90,NO
C338,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,6041,9870,270,YES
C339,"Q_CAP_C0402-0.01UF,50V,10%,X7RA",0.01UF,10%,C0402,6059.6,10004.3,90,YES
C340,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5987,10107,90,NO
C342,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6178.47,8601.63,180,YES
C343,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,4254.63,6545.24,180,NO
C344,"Q_CAP_0402-15PF,50V,5%,C0G,CH0A",15PF,5%,C0402,6113.03,9827.72,270,NO
C345,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8754.43,4805.84,270,NO
C346,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6305.53,8928.99,0,NO
C347,"Q_CAP_0402-15PF,50V,5%,C0G,CH0A",15PF,5%,C0402,6112.57,9898.28,90,NO
C348,"Q_CAP_C0805-22UF,10V,20%,X6S,CA",22UF,20%,C0805_H61,6505.57,11653.72,90,YES
C350,"Q_CAP_0402-470PF,50V,10%,X7R,TA",470PF,10%,C0402,6400.63,11687.28,270,NO
C352,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,4254.63,6495.24,180,NO
C353,"Q_CAP_0402-470PF,50V,10%,X7R,TA",470PF,10%,C0402,6447.43,11654.28,90,YES
C354,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,1326.87,6618.56,180,NO
C355,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,7758.29,2628.56,180,YES
C356,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6250.47,8683.99,0,NO
C358,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6324.17,8261.96,90,NO
C359,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,4254.63,6455.24,180,NO
C360,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5428.76,8035.63,90,NO
C361,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8929.42,5015.84,270,YES
C362,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9274.43,4865.84,270,NO
C364,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9014.9,5040.1,180,YES
C365,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5767.54,8392.87,180,NO
C367,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9094.43,5015.84,90,NO
C369,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8754.42,4865.84,90,YES
C370,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8754.43,4875.84,270,NO
C371,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8754.42,4795.84,90,YES
C373,"Q_CAP_C0402-2PF,50V,0.05PF,C0GA",2PF,0.05PF,C0402,4255.01,6325.24,180,NO
C375,"Q_CAP_0603-1UF,16V,10%,X7R,TMPA",1UF,10%,C0603,6653.03,11615.72,270,NO
C376,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,8622.96,2188.05,0,YES
C380,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5154.96,7887.83,270,NO
C382,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,9795.98,2161.08,90,NO
C385,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,4680.74,10569.87,90,YES
C386,"Q_CAP_0402-100PF,50V,5%,NPO,CHA",100PF,5%,C0402,4845.64,10982.73,0,NO
C388,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,9700.49,2274.88,90,NO
C389,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9750.49,2274.88,90,NO
C395,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,9644.47,2161,270,NO
C398,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9691.21,2155.88,270,NO
C405,"Q_CAP_0402-100PF,50V,5%,NPO,CHA",100PF,5%,C0402,4927.64,10983.73,180,NO
C406,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,9272.32,1693.19,180,YES
C407,"Q_CAP_0402-100PF,50V,5%,NPO,CHA",100PF,5%,C0402,5042.64,10983.27,0,NO
C412,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,9870.52,2065.12,0,NO
C414,"Q_CAP_0402-1UF,6.3V,10%,X7R,CHA",1UF,10%,C0402,9671.01,2035.26,90,NO
C415,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9721.01,2035.26,90,NO
C420,"Q_CAP_C0805-10UF,25V,10%,X6S,CA",10UF,10%,C0805_H61,1402.04,7054.07,180,NO
C423,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9711.42,5332.74,270,NO
C424,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9671.42,5332.74,270,NO
C425,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,7481.12,2764.99,90,YES
C426,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9631.42,5332.74,270,NO
C427,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,9027.59,5381.53,0,NO
C428,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9591.42,5332.74,270,NO
C429,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9426.43,5302.74,270,NO
C431,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9386.43,5302.74,270,NO
C432,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,7482.58,2338.81,0,YES
C433,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,7482.58,2283.81,0,YES
C434,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,9452.58,1888.81,90,YES
C435,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,8821.79,2454.31,270,YES
C436,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,9509.78,1892.51,90,YES
C437,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,7482.58,2448.81,0,YES
C438,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,7482.58,2393.81,0,YES
C439,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,7481.28,2501.61,0,YES
C440,"Q_CAP_C0603-22UF,4V,20%,X6S,CHA",22UF,20%,C0603,8507.86,2480.53,0,YES
C441,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,7493.45,1776.44,0,YES
C443,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9346.43,5302.74,270,NO
C444,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9306.43,5302.74,270,NO
C451,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,7493.42,1889.21,0,YES
C452,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9588.15,5086.03,270,NO
C463,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9548.15,5086.03,270,NO
C470,"Q_CAP_C0402-8.2PF,50V,0.1P,NP0A",8.2PF,0.1P,C0402,8170.76,1602.05,0,NO
C471,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9505.79,5085.89,270,NO
C474,"Q_CAP_C0402-8.2PF,50V,0.1P,NP0A",8.2PF,0.1P,C0402,8240.76,1602.05,180,NO
C476,"Q_CAP_0805-10UF,6.3V,20%,X6S,CA",10UF,20%,C0805_H61,14594.68,2208.59,180,NO
C477,"Q_CAP_0805-10UF,6.3V,20%,EMPTYA",NA,20%,C0805_H61,14857.04,2481.66,90,NO
C485,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,3256.58,164.93,0,NO
C486,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,8627.59,5393.51,180,NO
C487,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,10197.23,1814.87,0,NO
C488,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,10197.23,1589.86,0,NO
C489,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,14478.27,2455.18,90,NO
C490,"Q_CAP_0805-10UF,6.3V,20%,X6S,CA",10UF,20%,C0805_H61,14405.04,2530.94,0,NO
C491,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,7804.19,5255.82,270,NO
C494,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9465.79,5085.89,270,NO
C496,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,2909.68,155.87,180,NO
C498,"Q_CAP_0402-1000PF,50V,5%,X7R,TA",1000PF,5%,C0402,2845.93,7255.16,270,YES
C499,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9398.23,4996.58,270,NO
C500,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,6965,1433.8,180,NO
C501,Q_CAP_DIFFBUS_C0402-DIFF BUS_0A,,,C0402_DIFF-BUS,9358.23,4996.58,270,NO
C502,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6965,1473.8,180,NO
C503,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,7503.2,1272,0,NO
C504,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,7503.2,1182,0,NO
C505,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6965,1273.8,180,NO
C506,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,6965,1193.8,180,NO
C509,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5116.52,982.27,270,NO
C510,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,1643.88,1490.73,0,NO
C511,"Q_CAP_C0402-1UF,25V,10%,X6S,CHA",1UF,10%,C0402,4416.73,7578.36,180,YES
C512,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,3952.33,7686.16,270,YES
C515,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,5158.34,1305.58,90,NO
C516,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,1260.82,1481.77,180,NO
C517,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,10763.19,5891.1,270,NO
C518,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,7545.28,5832.23,0,NO
C519,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,10984.27,5964.73,0,NO
C520,"Q_CAP_0402-0.1UF,25V,10%,X7R,CA",0.1UF,10%,C0402,7706.72,5833.77,180,NO
C521,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,6698.64,5823.54,270,NO
C523,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,7051.72,5835.57,270,NO
C524,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,6328.79,5664.07,270,NO
C526,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,1110.22,1194.13,270,NO
C527,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,393.72,1401.23,90,NO
C531,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,754.72,1401.23,90,NO
C535,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,11073.74,6043.55,90,NO
C536,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,11787.19,6043.54,90,NO
C537,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,11427.12,6043.54,90,NO
C540,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,5962.91,1181.22,270,NO
C541,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,5602.84,1181.22,270,NO
C544,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,6566.99,1519.25,0,NO
C545,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,6698.64,6043.54,90,NO
C547,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,6326.79,5805.07,90,NO
C548,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,7053.72,6043.54,90,NO
C550,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,393.72,1181.23,270,NO
C554,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,754.72,1181.23,270,NO
C557,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,1106.31,1366.39,90,NO
C559,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,11073.74,5887.3,270,NO
C560,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,11787.19,5823.54,270,NO
C561,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,11427.12,5823.54,270,NO
C564,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,5962.91,1401.22,90,NO
C565,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,5602.84,1401.22,90,NO
C568,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,6567.09,1608.55,0,NO
C574,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,5965.26,4497.85,90,NO
C577,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,11036.25,7933.49,135,NO
C578,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,5603.61,4212.85,270,NO
C589,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,11038.24,8712.6,180,NO
C591,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,11787.69,7285.84,270,NO
C592,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,5965.26,3772.85,90,NO
C601,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9093.16,7791.82,0,NO
C602,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3411.51,2399.14,180,NO
C603,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,11041.74,8837.3,180,NO
C604,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,5965.26,2757.65,90,NO
C605,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9399.59,7732.83,0,NO
C606,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3557.51,2394.14,0,NO
C609,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9092.59,7738.83,0,NO
C610,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3661.93,2376.19,90,NO
C611,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9105.59,7668.17,180,YES
C612,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3395.51,2505.14,180,NO
C613,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9504.01,7769.88,90,NO
C614,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3538.51,2450.14,0,NO
C615,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,7050.14,7870.95,270,NO
C617,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9253.59,7684.83,180,NO
C618,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3395.51,2452.14,180,NO
C619,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9092.93,7684.56,0,NO
C620,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3250.51,2290.14,0,NO
C621,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9253.59,7738.83,180,NO
C622,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3250.51,2345.14,0,NO
C623,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9384.16,7896.82,0,NO
C624,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3411.51,2291.14,180,NO
C626,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,393.68,4090.28,90,NO
C627,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9094.16,7844.82,0,NO
C628,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3263.51,2274.48,180,YES
C629,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,7050.14,8009.75,90,NO
C631,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9253.59,7792.83,180,NO
C632,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3408.51,2274.48,0,YES
C633,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9380.59,7843.83,0,NO
C634,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3251.51,2451.14,0,NO
C635,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,7050.14,8872.55,90,NO
C636,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,755.25,3364.08,90,NO
C637,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9384.59,8109.83,0,NO
C638,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3253.51,3085.14,180,NO
C640,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,11787.19,8728.54,90,NO
C646,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,755.25,4088.08,270,NO
C648,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,5965.26,2906.45,270,NO
C649,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,11427.18,7295.89,90,NO
C650,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,5965.26,3332.85,90,NO
C653,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9250.59,7668.17,0,YES
C654,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3557.51,2284.14,0,NO
C655,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,6688.57,8884.75,270,NO
C656,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,1143.67,4207.88,0,NO
C657,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3251.51,2398.14,0,NO
C658,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9237.59,7898.83,180,NO
C659,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,8945.59,7848.83,0,NO
C660,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3395.51,2558.14,180,NO
C661,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,8945.59,7903.83,0,NO
C662,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3253.51,2716.14,180,NO
C664,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,393.68,3226.79,270,NO
C666,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,11787.19,8588.54,270,NO
C667,"Q_CAP_0805-22UF,4V,20%,X6S,TMPA",22UF,20%,C0805_H61,5603.61,2757.85,270,NO
C669,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9095.59,8003.83,180,NO
C670,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3253.51,2926.14,180,NO
C671,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9399.59,7677.83,0,NO
C672,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3411.51,2345.14,180,NO
C673,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,9236.59,8320.83,180,NO
C674,"Q_CAP_C0603-10UF,6.3V,20%,X6S,A",10UF,20%,C0603,3698.51,2575.14,180,NO
